,,,,Experiment_ID,,Date,,,Plate_ID,,Drug_ID,,Drug_conc,,Drug_unit,,Drug_control,,,,,,
NULL,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,NULL
NULL,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,NULL
NULL,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,NULL
NULL,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,NULL
NULL,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,NULL
NULL,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,NULL
NULL,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,NULL
NULL,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,NULL
NULL,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,NULL
NULL,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,uM,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
variable,numeric,,,,,,,,,,,,,,,,,,,,,,
Drug,conc,,,,,,,,,,,,,,,,,,,,,,
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
NULL,-1,15,15,5,5,5,5,10,10,-1,-1,15,15,5,5,5,5,10,10,-1,-1,-1,NULL
NULL,-1,5.506466574,5.506466574,1.990535853,1.990535853,1.990535853,1.990535853,3.465724216,3.465724216,-1,-1,5.506466574,5.506466574,1.990535853,1.990535853,1.990535853,1.990535853,3.465724216,3.465724216,-1,-1,-1,NULL
NULL,-1,2.021411609,2.021411609,0.792446596,0.792446596,0.792446596,0.792446596,1.201124434,1.201124434,-1,-1,2.021411609,2.021411609,0.792446596,0.792446596,0.792446596,0.792446596,1.201124434,1.201124434,-1,-1,-1,NULL
NULL,-1,0.742055697,0.742055697,0.315478672,0.315478672,0.315478672,0.315478672,0.416276604,0.416276604,-1,-1,0.742055697,0.742055697,0.315478672,0.315478672,0.315478672,0.315478672,0.416276604,0.416276604,-1,-1,-1,NULL
NULL,-1,0.272406993,0.272406993,0.125594322,0.125594322,0.125594322,0.125594322,0.144269991,0.144269991,-1,-1,0.272406993,0.272406993,0.125594322,0.125594322,0.125594322,0.125594322,0.144269991,0.144269991,-1,-1,-1,NULL
NULL,-1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,-1,-1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,-1,-1,-1,NULL
NULL,-1,15,15,5,5,5,5,10,10,-1,-1,15,15,5,5,5,5,10,10,-1,-1,-1,NULL
NULL,-1,5.506466574,5.506466574,1.990535853,1.990535853,1.990535853,1.990535853,3.465724216,3.465724216,-1,-1,5.506466574,5.506466574,1.990535853,1.990535853,1.990535853,1.990535853,3.465724216,3.465724216,-1,-1,-1,NULL
NULL,-1,2.021411609,2.021411609,0.792446596,0.792446596,0.792446596,0.792446596,1.201124434,1.201124434,-1,-1,2.021411609,2.021411609,0.792446596,0.792446596,0.792446596,0.792446596,1.201124434,1.201124434,-1,-1,-1,NULL
NULL,-1,0.742055697,0.742055697,0.315478672,0.315478672,0.315478672,0.315478672,0.416276604,0.416276604,-1,-1,0.742055697,0.742055697,0.315478672,0.315478672,0.315478672,0.315478672,0.416276604,0.416276604,-1,-1,-1,NULL
NULL,-1,0.272406993,0.272406993,0.125594322,0.125594322,0.125594322,0.125594322,0.144269991,0.144269991,-1,-1,0.272406993,0.272406993,0.125594322,0.125594322,0.125594322,0.125594322,0.144269991,0.144269991,-1,-1,-1,NULL
NULL,-1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,-1,-1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,0.05,-1,-1,-1,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
variable,factor,,,,,,,,,,,,,,,,,,,,,,
Drug,control,,,,,,,,,,,,,,,,,,,,,,
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,none
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,neg,none,none,none,none,none,none,none,none,neg,neg,none,none,none,none,none,none,none,none,neg,neg,neg,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
