e.Experiment_ID	e.Date	p.Plate_ID	p.Plate_No	p.Cell_Line_ID	p.Drug_ID	w.Plate_Row	w.Plate_Col	w.Well_ID	w.Well_No
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	J	22	J22	346
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	K	22	K22	347
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	L	22	L22	348
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	M	22	M22	349
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	N	22	N22	350
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	O	22	O22	351
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	P	22	P22	352
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	A	23	A23	353
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	B	23	B23	354
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	C	23	C23	355
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	D	23	D23	356
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	E	23	E23	357
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	F	23	F23	358
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	G	23	G23	359
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	H	23	H23	360
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	I	23	I23	361
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	J	23	J23	362
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	K	23	K23	363
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	L	23	L23	364
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	M	23	M23	365
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	N	23	N23	366
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	O	23	O23	367
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	P	23	P23	368
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	A	24	A24	369
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	B	24	B24	370
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	C	24	C24	371
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	D	24	D24	372
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	E	24	E24	373
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	F	24	F24	374
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	G	24	G24	375
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	H	24	H24	376
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	I	24	I24	377
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	J	24	J24	378
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	K	24	K24	379
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	L	24	L24	380
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	M	24	M24	381
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	N	24	N24	382
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	O	24	O24	383
20210101_MN	20210110	20210101_MN_01	1	A375	RBN-001	P	24	P24	384
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	1	A01	1
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	1	B01	2
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	1	C01	3
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	1	D01	4
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	1	E01	5
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	1	F01	6
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	1	G01	7
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	1	H01	8
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	1	I01	9
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	1	J01	10
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	1	K01	11
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	1	L01	12
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	1	M01	13
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	1	N01	14
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	1	O01	15
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	1	P01	16
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	2	A02	17
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	2	B02	18
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	2	C02	19
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	2	D02	20
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	2	E02	21
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	2	F02	22
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	2	G02	23
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	2	H02	24
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	2	I02	25
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	2	J02	26
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	2	K02	27
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	2	L02	28
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	2	M02	29
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	2	N02	30
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	2	O02	31
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	2	P02	32
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	3	A03	33
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	3	B03	34
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	3	C03	35
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	3	D03	36
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	3	E03	37
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	3	F03	38
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	3	G03	39
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	3	H03	40
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	3	I03	41
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	3	J03	42
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	3	K03	43
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	3	L03	44
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	3	M03	45
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	3	N03	46
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	3	O03	47
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	3	P03	48
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	4	A04	49
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	4	B04	50
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	4	C04	51
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	4	D04	52
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	4	E04	53
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	4	F04	54
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	4	G04	55
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	4	H04	56
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	4	I04	57
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	4	J04	58
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	4	K04	59
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	4	L04	60
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	4	M04	61
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	4	N04	62
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	4	O04	63
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	4	P04	64
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	5	A05	65
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	5	B05	66
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	5	C05	67
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	5	D05	68
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	5	E05	69
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	5	F05	70
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	5	G05	71
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	5	H05	72
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	5	I05	73
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	5	J05	74
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	5	K05	75
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	5	L05	76
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	5	M05	77
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	5	N05	78
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	5	O05	79
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	5	P05	80
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	6	A06	81
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	6	B06	82
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	6	C06	83
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	6	D06	84
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	6	E06	85
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	6	F06	86
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	6	G06	87
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	6	H06	88
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	6	I06	89
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	6	J06	90
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	6	K06	91
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	6	L06	92
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	6	M06	93
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	6	N06	94
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	6	O06	95
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	6	P06	96
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	7	A07	97
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	7	B07	98
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	7	C07	99
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	7	D07	100
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	7	E07	101
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	7	F07	102
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	7	G07	103
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	7	H07	104
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	7	I07	105
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	7	J07	106
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	7	K07	107
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	7	L07	108
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	7	M07	109
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	7	N07	110
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	7	O07	111
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	7	P07	112
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	8	A08	113
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	8	B08	114
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	8	C08	115
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	8	D08	116
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	8	E08	117
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	8	F08	118
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	8	G08	119
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	8	H08	120
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	8	I08	121
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	8	J08	122
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	8	K08	123
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	8	L08	124
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	8	M08	125
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	8	N08	126
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	8	O08	127
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	8	P08	128
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	9	A09	129
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	9	B09	130
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	9	C09	131
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	9	D09	132
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	9	E09	133
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	9	F09	134
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	9	G09	135
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	9	H09	136
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	9	I09	137
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	9	J09	138
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	9	K09	139
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	9	L09	140
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	9	M09	141
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	9	N09	142
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	9	O09	143
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	9	P09	144
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	10	A10	145
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	10	B10	146
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	10	C10	147
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	10	D10	148
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	10	E10	149
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	10	F10	150
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	10	G10	151
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	10	H10	152
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	10	I10	153
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	10	J10	154
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	10	K10	155
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	10	L10	156
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	10	M10	157
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	10	N10	158
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	10	O10	159
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	10	P10	160
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	11	A11	161
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	11	B11	162
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	11	C11	163
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	11	D11	164
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	11	E11	165
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	11	F11	166
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	11	G11	167
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	11	H11	168
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	11	I11	169
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	11	J11	170
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	11	K11	171
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	11	L11	172
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	11	M11	173
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	11	N11	174
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	11	O11	175
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	11	P11	176
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	12	A12	177
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	12	B12	178
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	12	C12	179
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	12	D12	180
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	12	E12	181
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	12	F12	182
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	12	G12	183
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	12	H12	184
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	12	I12	185
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	12	J12	186
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	12	K12	187
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	12	L12	188
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	12	M12	189
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	12	N12	190
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	12	O12	191
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	12	P12	192
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	13	A13	193
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	13	B13	194
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	13	C13	195
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	13	D13	196
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	13	E13	197
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	13	F13	198
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	13	G13	199
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	13	H13	200
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	13	I13	201
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	13	J13	202
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	13	K13	203
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	13	L13	204
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	13	M13	205
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	13	N13	206
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	13	O13	207
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	13	P13	208
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	14	A14	209
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	14	B14	210
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	14	C14	211
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	14	D14	212
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	14	E14	213
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	14	F14	214
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	14	G14	215
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	14	H14	216
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	14	I14	217
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	14	J14	218
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	14	K14	219
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	14	L14	220
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	14	M14	221
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	14	N14	222
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	14	O14	223
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	14	P14	224
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	15	A15	225
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	15	B15	226
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	15	C15	227
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	15	D15	228
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	15	E15	229
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	15	F15	230
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	15	G15	231
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	15	H15	232
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	15	I15	233
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	15	J15	234
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	15	K15	235
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	15	L15	236
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	15	M15	237
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	15	N15	238
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	15	O15	239
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	15	P15	240
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	16	A16	241
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	16	B16	242
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	16	C16	243
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	16	D16	244
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	16	E16	245
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	16	F16	246
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	16	G16	247
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	16	H16	248
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	16	I16	249
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	16	J16	250
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	16	K16	251
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	16	L16	252
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	16	M16	253
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	16	N16	254
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	16	O16	255
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	16	P16	256
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	17	A17	257
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	17	B17	258
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	17	C17	259
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	17	D17	260
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	17	E17	261
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	17	F17	262
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	17	G17	263
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	17	H17	264
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	17	I17	265
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	17	J17	266
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	17	K17	267
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	17	L17	268
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	17	M17	269
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	17	N17	270
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	17	O17	271
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	17	P17	272
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	18	A18	273
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	18	B18	274
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	18	C18	275
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	18	D18	276
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	18	E18	277
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	18	F18	278
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	18	G18	279
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	18	H18	280
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	18	I18	281
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	18	J18	282
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	18	K18	283
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	18	L18	284
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	18	M18	285
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	18	N18	286
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	18	O18	287
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	18	P18	288
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	19	A19	289
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	19	B19	290
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	19	C19	291
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	19	D19	292
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	E	19	E19	293
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	F	19	F19	294
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	G	19	G19	295
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	H	19	H19	296
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	I	19	I19	297
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	J	19	J19	298
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	K	19	K19	299
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	L	19	L19	300
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	M	19	M19	301
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	N	19	N19	302
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	O	19	O19	303
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	P	19	P19	304
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	A	20	A20	305
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	B	20	B20	306
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	C	20	C20	307
20210101_MN	20210110	20210101_MN_02	2	A375	RBN-002	D	20	D20	308
