e.Experiment_ID	e.Date	e.Time	p.Plate_ID	p.Plate_No	p.Scan_ID	p.Cell_Line	w.Plate_Row	w.Plate_Col	w.Well_ID	w.Well_No	w.drug_ID	w.drug_conc	w.drug_topconc	d.Cell_ID	d.Plate_ID_raw	d.Well_Y	d.Well_X	d.MEASUREMENT_SET_ID	d.Cell_No	d.Fraction_W2	d.Fraction_W3
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	O	13	O13	207	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	P	13	P13	208	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	A	14	A14	209	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	B	14	B14	210	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	C	14	C14	211	MG132	dose_5	10	10298_90739_90739_0	10298	3	14	20181	768	98.697914	99.21875
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	D	14	D14	212	MG132	dose_4	10	10298_90738_90738_0	10298	4	14	20181	1036	98.648651	99.903473
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	E	14	E14	213	MG132	dose_3	10	10298_90737_90737_0	10298	5	14	20181	2818	98.793472	91.625267
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	F	14	F14	214	MG132	dose_2	10	10298_90736_90736_0	10298	6	14	20181	3773	39.623642	85.95282
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	G	14	G14	215	MG132	dose_1	10	10298_90735_90735_0	10298	7	14	20181	4016	38.994022	84.088646
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	H	14	H14	216	DMSO	ctrl	0	10298_90734_90734_0	10298	8	14	20181	3908	39.611053	87.563972
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	I	14	I14	217	Nocodazole	dose_5	10	10298_90733_90733_0	10298	9	14	20181	1600	37.1875	89.3125
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	J	14	J14	218	Nocodazole	dose_4	10	10298_90732_90732_0	10298	10	14	20181	1454	53.09491	95.529572
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	K	14	K14	219	Nocodazole	dose_3	10	10298_90731_90731_0	10298	11	14	20181	1250	64	98.239998
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	L	14	L14	220	Nocodazole	dose_2	10	10298_90730_90730_0	10298	12	14	20181	3301	55.346863	93.668587
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	M	14	M14	221	Nocodazole	dose_1	10	10298_90729_90729_0	10298	13	14	20181	3905	37.823303	92.471191
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	N	14	N14	222	DMSO	ctrl	0	10298_90728_90728_0	10298	14	14	20181	3704	59.152267	94.006477
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	O	14	O14	223	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	P	14	P14	224	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	A	15	A15	225	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	B	15	B15	226	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	C	15	C15	227	Camptothecin	dose_5	10	10298_90740_90740_0	10298	3	15	20181	1303	22.179586	79.815811
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	D	15	D15	228	Camptothecin	dose_4	10	10298_90741_90741_0	10298	4	15	20181	1805	3.822715	100
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	E	15	E15	229	Camptothecin	dose_3	10	10298_90742_90742_0	10298	5	15	20181	2262	9.504863	61.096375
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	F	15	F15	230	Camptothecin	dose_2	10	10298_90743_90743_0	10298	6	15	20181	2599	21.969988	68.257019
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	G	15	G15	231	Camptothecin	dose_1	10	10298_90744_90744_0	10298	7	15	20181	2947	31.72718	75.704109
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	H	15	H15	232	DMSO	ctrl	0	10298_90745_90745_0	10298	8	15	20181	4135	40.507858	88.609428
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	I	15	I15	233	Brefeldin A	dose_5	10	10298_90746_90746_0	10298	9	15	20181	315	65.079369	100
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	J	15	J15	234	Brefeldin A	dose_4	10	10298_90747_90747_0	10298	10	15	20181	188	74.468086	100
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	K	15	K15	235	Brefeldin A	dose_3	10	10298_90748_90748_0	10298	11	15	20181	286	73.426575	100
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	L	15	L15	236	Brefeldin A	dose_2	10	10298_90749_90749_0	10298	12	15	20181	2485	80.241447	99.557343
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	M	15	M15	237	Brefeldin A	dose_1	10	10298_90750_90750_0	10298	13	15	20181	3779	37.734852	93.940193
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	N	15	N15	238	DMSO	ctrl	0	10298_90751_90751_0	10298	14	15	20181	3812	41.421825	91.290665
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	O	15	O15	239	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	P	15	P15	240	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	A	16	A16	241	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	B	16	B16	242	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	C	16	C16	243	Camptothecin	dose_5	10	10298_90763_90763_0	10298	3	16	20181	1336	20.059879	77.245506
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	D	16	D16	244	Camptothecin	dose_4	10	10298_90762_90762_0	10298	4	16	20181	1712	8.235981	100
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	E	16	E16	245	Camptothecin	dose_3	10	10298_90761_90761_0	10298	5	16	20181	2115	12.293144	63.262413
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	F	16	F16	246	Camptothecin	dose_2	10	10298_90760_90760_0	10298	6	16	20181	2668	24.475262	70.952026
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	G	16	G16	247	Camptothecin	dose_1	10	10298_90759_90759_0	10298	7	16	20181	2189	18.775696	56.875286
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	H	16	H16	248	DMSO	ctrl	0	10298_90758_90758_0	10298	8	16	20181	4049	41.34354	88.565079
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	I	16	I16	249	Brefeldin A	dose_5	10	10298_90757_90757_0	10298	9	16	20181	152	84.210526	100
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	J	16	J16	250	Brefeldin A	dose_4	10	10298_90756_90756_0	10298	10	16	20181	316	68.670883	100
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	K	16	K16	251	Brefeldin A	dose_3	10	10298_90755_90755_0	10298	11	16	20181	178	80.89888	100
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	L	16	L16	252	Brefeldin A	dose_2	10	10298_90754_90754_0	10298	12	16	20181	2804	80.206848	99.714691
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	M	16	M16	253	Brefeldin A	dose_1	10	10298_90753_90753_0	10298	13	16	20181	3638	39.967014	91.643761
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	N	16	N16	254	DMSO	ctrl	0	10298_90752_90752_0	10298	14	16	20181	3745	44.325768	94.098801
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	O	16	O16	255	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	P	16	P16	256	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	A	17	A17	257	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	B	17	B17	258	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	C	17	C17	259	Bafilomycin A1	dose_5	1	10298_90764_90764_0	10298	3	17	20181	2737	63.646328	79.02813
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	D	17	D17	260	Bafilomycin A1	dose_4	1	10298_90765_90765_0	10298	4	17	20181	2783	52.066116	67.948257
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	E	17	E17	261	Bafilomycin A1	dose_3	1	10298_90766_90766_0	10298	5	17	20181	3178	6.482064	100
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	F	17	F17	262	Bafilomycin A1	dose_2	1	10298_90767_90767_0	10298	6	17	20181	3176	75.220406	83.658691
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	G	17	G17	263	Bafilomycin A1	dose_1	1	10298_90768_90768_0	10298	7	17	20181	4037	52.935349	89.373299
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	H	17	H17	264	DMSO	ctrl	0	10298_90769_90769_0	10298	8	17	20181	3441	43.998837	93.693695
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	I	17	I17	265	Pyridostatin	dose_5	10	10298_90770_90770_0	10298	9	17	20181	1786	92.217247	99.048149
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	J	17	J17	266	Pyridostatin	dose_4	10	10298_90771_90771_0	10298	10	17	20181	3676	52.04026	90.614799
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	K	17	K17	267	Pyridostatin	dose_3	10	10298_90772_90772_0	10298	11	17	20181	3742	50.881882	96.525925
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	L	17	L17	268	Pyridostatin	dose_2	10	10298_90773_90773_0	10298	12	17	20181	3868	47.77663	95.630814
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	M	17	M17	269	Pyridostatin	dose_1	10	10298_90774_90774_0	10298	13	17	20181	4144	55.30888	96.042473
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	N	17	N17	270	DMSO	ctrl	0	10298_90775_90775_0	10298	14	17	20181	3798	54.660347	94.997368
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	O	17	O17	271	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	P	17	P17	272	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	A	18	A18	273	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	B	18	B18	274	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	C	18	C18	275	Bafilomycin A1	dose_5	1	10298_90787_90787_0	10298	3	18	20181	2972	70.659485	83.243607
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	D	18	D18	276	Bafilomycin A1	dose_4	1	10298_90786_90786_0	10298	4	18	20181	2998	53.869247	68.378922
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	E	18	E18	277	Bafilomycin A1	dose_3	1	10298_90785_90785_0	10298	5	18	20181	3009	5.915586	100
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	F	18	F18	278	Bafilomycin A1	dose_2	1	10298_90784_90784_0	10298	6	18	20181	3260	65.184052	82.883438
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	G	18	G18	279	Bafilomycin A1	dose_1	1	10298_90783_90783_0	10298	7	18	20181	3919	47.103851	90.788467
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	H	18	H18	280	DMSO	ctrl	0	10298_90782_90782_0	10298	8	18	20181	3872	47.081612	93.827477
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	I	18	I18	281	Pyridostatin	dose_5	10	10298_90781_90781_0	10298	9	18	20181	2008	92.081673	98.65538
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	J	18	J18	282	Pyridostatin	dose_4	10	10298_90780_90780_0	10298	10	18	20181	3627	46.677696	88.888885
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	K	18	K18	283	Pyridostatin	dose_3	10	10298_90779_90779_0	10298	11	18	20181	3860	53.419689	97.979271
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	L	18	L18	284	Pyridostatin	dose_2	10	10298_90778_90778_0	10298	12	18	20181	3863	47.657261	95.676933
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	M	18	M18	285	Pyridostatin	dose_1	10	10298_90777_90777_0	10298	13	18	20181	3465	44.011543	92.842712
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	N	18	N18	286	DMSO	ctrl	0	10298_90776_90776_0	10298	14	18	20181	3210	41.651089	90.249222
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	O	18	O18	287	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	P	18	P18	288	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	A	19	A19	289	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	B	19	B19	290	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	C	19	C19	291	Thapsigargin	dose_5	10	10298_90788_90788_0	10298	3	19	20181	1559	44.836433	99.550995
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	D	19	D19	292	Thapsigargin	dose_4	10	10298_90789_90789_0	10298	4	19	20181	1549	46.675274	99.548096
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	E	19	E19	293	Thapsigargin	dose_3	10	10298_90790_90790_0	10298	5	19	20181	1660	36.144577	99.698792
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	F	19	F19	294	Thapsigargin	dose_2	10	10298_90791_90791_0	10298	6	19	20181	2202	30.199818	96.63942
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	G	19	G19	295	Thapsigargin	dose_1	10	10298_90792_90792_0	10298	7	19	20181	3310	30.120846	88.519638
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	H	19	H19	296	DMSO	ctrl	0	10298_90793_90793_0	10298	8	19	20181	3708	41.936356	90.830635
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	I	19	I19	297	Mafosfamide	dose_5	20	10298_90794_90794_0	10298	9	19	20181	2734	51.426483	91.404533
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	J	19	J19	298	Mafosfamide	dose_4	20	10298_90795_90795_0	10298	10	19	20181	3641	50.233452	92.282341
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	K	19	K19	299	Mafosfamide	dose_3	20	10298_90796_90796_0	10298	11	19	20181	3658	45.215965	94.805908
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	L	19	L19	300	Mafosfamide	dose_2	20	10298_90797_90797_0	10298	12	19	20181	3836	45.620438	93.508865
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	M	19	M19	301	Mafosfamide	dose_1	20	10298_90798_90798_0	10298	13	19	20181	3700	41.270271	89.24324
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	N	19	N19	302	DMSO	ctrl	0	10298_90799_90799_0	10298	14	19	20181	3722	47.071468	92.907036
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	O	19	O19	303	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	P	19	P19	304	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	A	20	A20	305	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	B	20	B20	306	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	C	20	C20	307	Thapsigargin	dose_5	10	10298_90811_90811_0	10298	3	20	20181	1626	57.626076	99.938499
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	D	20	D20	308	Thapsigargin	dose_4	10	10298_90810_90810_0	10298	4	20	20181	1587	39.949589	99.432892
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	E	20	E20	309	Thapsigargin	dose_3	10	10298_90809_90809_0	10298	5	20	20181	1744	35.493118	99.082565
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	F	20	F20	310	Thapsigargin	dose_2	10	10298_90808_90808_0	10298	6	20	20181	2260	27.964602	94.336281
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	G	20	G20	311	Thapsigargin	dose_1	10	10298_90807_90807_0	10298	7	20	20181	3463	30.031765	85.763786
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	H	20	H20	312	DMSO	ctrl	0	10298_90806_90806_0	10298	8	20	20181	4063	45.557468	94.831406
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	I	20	I20	313	Mafosfamide	dose_5	20	10298_90805_90805_0	10298	9	20	20181	2960	73.141891	96.283783
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	J	20	J20	314	Mafosfamide	dose_4	20	10298_90804_90804_0	10298	10	20	20181	3419	53.436676	92.307693
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	K	20	K20	315	Mafosfamide	dose_3	20	10298_90803_90803_0	10298	11	20	20181	3825	54.588234	97.620918
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	L	20	L20	316	Mafosfamide	dose_2	20	10298_90802_90802_0	10298	12	20	20181	3568	42.544842	89.097534
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	M	20	M20	317	Mafosfamide	dose_1	20	10298_90801_90801_0	10298	13	20	20181	3906	44.623657	91.346649
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	N	20	N20	318	DMSO	ctrl	0	10298_90800_90800_0	10298	14	20	20181	3208	45.480049	91.770576
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	O	20	O20	319	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	P	20	P20	320	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	A	21	A21	321	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	B	21	B21	322	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	C	21	C21	323	Tunicamycin	dose_5	25	10298_90812_90812_0	10298	3	21	20181	2036	60.166996	89.636543
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	D	21	D21	324	Tunicamycin	dose_4	25	10298_90813_90813_0	10298	4	21	20181	3052	36.369595	71.297508
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	E	21	E21	325	Tunicamycin	dose_3	25	10298_90814_90814_0	10298	5	21	20181	3581	34.487572	86.73555
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	F	21	F21	326	Tunicamycin	dose_2	25	10298_90815_90815_0	10298	6	21	20181	3503	33.685413	86.754211
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	G	21	G21	327	Tunicamycin	dose_1	25	10298_90816_90816_0	10298	7	21	20181	3502	29.354654	80.439751
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	H	21	H21	328	DMSO	ctrl	0	10298_90817_90817_0	10298	8	21	20181	3898	47.203693	93.30426
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	I	21	I21	329	Chloroquine	dose_5	100	10298_90818_90818_0	10298	9	21	20181	2891	92.666901	84.226913
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	J	21	J21	330	Chloroquine	dose_4	100	10298_90819_90819_0	10298	10	21	20181	3551	88.904533	91.748802
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	K	21	K21	331	Chloroquine	dose_3	100	10298_90820_90820_0	10298	11	21	20181	3425	71.883209	92.145988
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	L	21	L21	332	Chloroquine	dose_2	100	10298_90821_90821_0	10298	12	21	20181	3399	50.338333	88.172989
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	M	21	M21	333	Chloroquine	dose_1	100	10298_90822_90822_0	10298	13	21	20181	3280	45.457317	84.512192
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	N	21	N21	334	Staurosporin	kill	100	10298_90823_90823_0	10298	14	21	20181	3634	53.769951	92.294991
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	O	21	O21	335	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	P	21	P21	336	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	A	22	A22	337	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	B	22	B22	338	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	C	22	C22	339	Tunicamycin	dose_5	25	10298_90835_90835_0	10298	3	22	20181	1981	63.7052	88.692581
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	D	22	D22	340	Tunicamycin	dose_4	25	10298_90834_90834_0	10298	4	22	20181	3053	46.6754	68.129707
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	E	22	E22	341	Tunicamycin	dose_3	25	10298_90833_90833_0	10298	5	22	20181	3808	34.873951	82.983192
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	F	22	F22	342	Tunicamycin	dose_2	25	10298_90832_90832_0	10298	6	22	20181	3746	36.225307	85.985054
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	G	22	G22	343	Tunicamycin	dose_1	25	10298_90831_90831_0	10298	7	22	20181	3422	21.858562	72.501465
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	H	22	H22	344	DMSO	ctrl	0	10298_90830_90830_0	10298	8	22	20181	3746	38.841431	86.572342
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	I	22	I22	345	Chloroquine	dose_5	100	10298_90829_90829_0	10298	9	22	20181	3251	93.325134	85.389114
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	J	22	J22	346	Chloroquine	dose_4	100	10298_90828_90828_0	10298	10	22	20181	3130	85.17572	84.600639
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	K	22	K22	347	Chloroquine	dose_3	100	10298_90827_90827_0	10298	11	22	20181	3930	78.193382	95.139946
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	L	22	L22	348	Chloroquine	dose_2	100	10298_90826_90826_0	10298	12	22	20181	3417	56.423763	90.254608
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	M	22	M22	349	Chloroquine	dose_1	100	10298_90825_90825_0	10298	13	22	20181	3847	64.309853	93.709381
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	N	22	N22	350	Staurosporin	kill	100	10298_90824_90824_0	10298	14	22	20181	3460	52.890175	88.988441
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	O	22	O22	351	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	P	22	P22	352	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	A	23	A23	353	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	B	23	B23	354	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	C	23	C23	355	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	D	23	D23	356	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	E	23	E23	357	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908	1 day	20200908_AL_02	2	10298	CFPAC-1	F	23	F23	358	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
