Experiment_ID	Plate_ID.x	Plate_No	Plate_Row	Plate_Col	Well_ID	Well_No	Date	Time	Scan_ID	Cell_Line	drug_ID	drug_conc	drug_conc_top	Cell_ID	Plate_ID.y	Well_Y	Well_X	MEASUREMENT_SET_ID	Cell_No	Fraction_W2	Fraction_W3
20200908_AL	20200908_AL_02	2	E	11	E11	165	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	F	11	F11	166	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	G	11	G11	167	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	H	11	H11	168	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	I	11	I11	169	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	J	11	J11	170	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	K	11	K11	171	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	L	11	L11	172	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	M	11	M11	173	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	N	11	N11	174	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	O	11	O11	175	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	P	11	P11	176	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	A	12	A12	177	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	B	12	B12	178	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	C	12	C12	179	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	D	12	D12	180	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	E	12	E12	181	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	F	12	F12	182	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	G	12	G12	183	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	H	12	H12	184	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	I	12	I12	185	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	J	12	J12	186	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	K	12	K12	187	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	L	12	L12	188	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	M	12	M12	189	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	N	12	N12	190	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	O	12	O12	191	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	P	12	P12	192	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	A	13	A13	193	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	B	13	B13	194	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	C	13	C13	195	20200908	1 day	10298	CFPAC-1	MG132	dose_5	10	10298_90716_90716_0	10298	3	13	20181	767	98.956978	99.348106
20200908_AL	20200908_AL_02	2	D	13	D13	196	20200908	1 day	10298	CFPAC-1	MG132	dose_4	10	10298_90717_90717_0	10298	4	13	20181	918	97.8213499999999	98.801743
20200908_AL	20200908_AL_02	2	E	13	E13	197	20200908	1 day	10298	CFPAC-1	MG132	dose_3	10	10298_90718_90718_0	10298	5	13	20181	2703	98.2981869999999	89.789124
20200908_AL	20200908_AL_02	2	F	13	F13	198	20200908	1 day	10298	CFPAC-1	MG132	dose_2	10	10298_90719_90719_0	10298	6	13	20181	3965	44.6406059999999	86.4564969999999
20200908_AL	20200908_AL_02	2	G	13	G13	199	20200908	1 day	10298	CFPAC-1	MG132	dose_1	10	10298_90720_90720_0	10298	7	13	20181	3975	28.226416	79.823898
20200908_AL	20200908_AL_02	2	H	13	H13	200	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90721_90721_0	10298	8	13	20181	3676	37.5952109999999	84.466812
20200908_AL	20200908_AL_02	2	I	13	I13	201	20200908	1 day	10298	CFPAC-1	Nocodazole	dose_5	10	10298_90722_90722_0	10298	9	13	20181	1414	32.3903809999999	88.118813
20200908_AL	20200908_AL_02	2	J	13	J13	202	20200908	1 day	10298	CFPAC-1	Nocodazole	dose_4	10	10298_90723_90723_0	10298	10	13	20181	1167	54.155956	96.229652
20200908_AL	20200908_AL_02	2	K	13	K13	203	20200908	1 day	10298	CFPAC-1	Nocodazole	dose_3	10	10298_90724_90724_0	10298	11	13	20181	1163	78.9337919999999	99.140152
20200908_AL	20200908_AL_02	2	L	13	L13	204	20200908	1 day	10298	CFPAC-1	Nocodazole	dose_2	10	10298_90725_90725_0	10298	12	13	20181	3305	54.4024199999999	93.4947049999999
20200908_AL	20200908_AL_02	2	M	13	M13	205	20200908	1 day	10298	CFPAC-1	Nocodazole	dose_1	10	10298_90726_90726_0	10298	13	13	20181	3603	39.800167	92.728279
20200908_AL	20200908_AL_02	2	N	13	N13	206	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90727_90727_0	10298	14	13	20181	3608	68.625275	96.8126369999999
20200908_AL	20200908_AL_02	2	O	13	O13	207	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	P	13	P13	208	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	A	14	A14	209	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	B	14	B14	210	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	C	14	C14	211	20200908	1 day	10298	CFPAC-1	MG132	dose_5	10	10298_90739_90739_0	10298	3	14	20181	768	98.6979139999999	99.21875
20200908_AL	20200908_AL_02	2	D	14	D14	212	20200908	1 day	10298	CFPAC-1	MG132	dose_4	10	10298_90738_90738_0	10298	4	14	20181	1036	98.648651	99.903473
20200908_AL	20200908_AL_02	2	E	14	E14	213	20200908	1 day	10298	CFPAC-1	MG132	dose_3	10	10298_90737_90737_0	10298	5	14	20181	2818	98.7934719999999	91.6252669999999
20200908_AL	20200908_AL_02	2	F	14	F14	214	20200908	1 day	10298	CFPAC-1	MG132	dose_2	10	10298_90736_90736_0	10298	6	14	20181	3773	39.6236419999999	85.95282
20200908_AL	20200908_AL_02	2	G	14	G14	215	20200908	1 day	10298	CFPAC-1	MG132	dose_1	10	10298_90735_90735_0	10298	7	14	20181	4016	38.994022	84.0886459999999
20200908_AL	20200908_AL_02	2	H	14	H14	216	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90734_90734_0	10298	8	14	20181	3908	39.6110529999999	87.563972
20200908_AL	20200908_AL_02	2	I	14	I14	217	20200908	1 day	10298	CFPAC-1	Nocodazole	dose_5	10	10298_90733_90733_0	10298	9	14	20181	1600	37.1875	89.3125
20200908_AL	20200908_AL_02	2	J	14	J14	218	20200908	1 day	10298	CFPAC-1	Nocodazole	dose_4	10	10298_90732_90732_0	10298	10	14	20181	1454	53.0949099999999	95.529572
20200908_AL	20200908_AL_02	2	K	14	K14	219	20200908	1 day	10298	CFPAC-1	Nocodazole	dose_3	10	10298_90731_90731_0	10298	11	14	20181	1250	64	98.239998
20200908_AL	20200908_AL_02	2	L	14	L14	220	20200908	1 day	10298	CFPAC-1	Nocodazole	dose_2	10	10298_90730_90730_0	10298	12	14	20181	3301	55.3468629999999	93.668587
20200908_AL	20200908_AL_02	2	M	14	M14	221	20200908	1 day	10298	CFPAC-1	Nocodazole	dose_1	10	10298_90729_90729_0	10298	13	14	20181	3905	37.823303	92.471191
20200908_AL	20200908_AL_02	2	N	14	N14	222	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90728_90728_0	10298	14	14	20181	3704	59.152267	94.006477
20200908_AL	20200908_AL_02	2	O	14	O14	223	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	P	14	P14	224	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	A	15	A15	225	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	B	15	B15	226	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	C	15	C15	227	20200908	1 day	10298	CFPAC-1	Camptothecin	dose_5	10	10298_90740_90740_0	10298	3	15	20181	1303	22.179586	79.8158109999999
20200908_AL	20200908_AL_02	2	D	15	D15	228	20200908	1 day	10298	CFPAC-1	Camptothecin	dose_4	10	10298_90741_90741_0	10298	4	15	20181	1805	3.822715	100
20200908_AL	20200908_AL_02	2	E	15	E15	229	20200908	1 day	10298	CFPAC-1	Camptothecin	dose_3	10	10298_90742_90742_0	10298	5	15	20181	2262	9.504863	61.096375
20200908_AL	20200908_AL_02	2	F	15	F15	230	20200908	1 day	10298	CFPAC-1	Camptothecin	dose_2	10	10298_90743_90743_0	10298	6	15	20181	2599	21.969988	68.257019
20200908_AL	20200908_AL_02	2	G	15	G15	231	20200908	1 day	10298	CFPAC-1	Camptothecin	dose_1	10	10298_90744_90744_0	10298	7	15	20181	2947	31.72718	75.704109
20200908_AL	20200908_AL_02	2	H	15	H15	232	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90745_90745_0	10298	8	15	20181	4135	40.5078579999999	88.6094279999999
20200908_AL	20200908_AL_02	2	I	15	I15	233	20200908	1 day	10298	CFPAC-1	Brefeldin A	dose_5	10	10298_90746_90746_0	10298	9	15	20181	315	65.079369	100
20200908_AL	20200908_AL_02	2	J	15	J15	234	20200908	1 day	10298	CFPAC-1	Brefeldin A	dose_4	10	10298_90747_90747_0	10298	10	15	20181	188	74.468086	100
20200908_AL	20200908_AL_02	2	K	15	K15	235	20200908	1 day	10298	CFPAC-1	Brefeldin A	dose_3	10	10298_90748_90748_0	10298	11	15	20181	286	73.426575	100
20200908_AL	20200908_AL_02	2	L	15	L15	236	20200908	1 day	10298	CFPAC-1	Brefeldin A	dose_2	10	10298_90749_90749_0	10298	12	15	20181	2485	80.2414469999999	99.557343
20200908_AL	20200908_AL_02	2	M	15	M15	237	20200908	1 day	10298	CFPAC-1	Brefeldin A	dose_1	10	10298_90750_90750_0	10298	13	15	20181	3779	37.7348519999999	93.9401929999999
20200908_AL	20200908_AL_02	2	N	15	N15	238	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90751_90751_0	10298	14	15	20181	3812	41.4218249999999	91.290665
20200908_AL	20200908_AL_02	2	O	15	O15	239	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	P	15	P15	240	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	A	16	A16	241	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	B	16	B16	242	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	C	16	C16	243	20200908	1 day	10298	CFPAC-1	Camptothecin	dose_5	10	10298_90763_90763_0	10298	3	16	20181	1336	20.0598789999999	77.245506
20200908_AL	20200908_AL_02	2	D	16	D16	244	20200908	1 day	10298	CFPAC-1	Camptothecin	dose_4	10	10298_90762_90762_0	10298	4	16	20181	1712	8.235981	100
20200908_AL	20200908_AL_02	2	E	16	E16	245	20200908	1 day	10298	CFPAC-1	Camptothecin	dose_3	10	10298_90761_90761_0	10298	5	16	20181	2115	12.293144	63.262413
20200908_AL	20200908_AL_02	2	F	16	F16	246	20200908	1 day	10298	CFPAC-1	Camptothecin	dose_2	10	10298_90760_90760_0	10298	6	16	20181	2668	24.475262	70.952026
20200908_AL	20200908_AL_02	2	G	16	G16	247	20200908	1 day	10298	CFPAC-1	Camptothecin	dose_1	10	10298_90759_90759_0	10298	7	16	20181	2189	18.775696	56.875286
20200908_AL	20200908_AL_02	2	H	16	H16	248	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90758_90758_0	10298	8	16	20181	4049	41.3435399999999	88.5650789999999
20200908_AL	20200908_AL_02	2	I	16	I16	249	20200908	1 day	10298	CFPAC-1	Brefeldin A	dose_5	10	10298_90757_90757_0	10298	9	16	20181	152	84.210526	100
20200908_AL	20200908_AL_02	2	J	16	J16	250	20200908	1 day	10298	CFPAC-1	Brefeldin A	dose_4	10	10298_90756_90756_0	10298	10	16	20181	316	68.670883	100
20200908_AL	20200908_AL_02	2	K	16	K16	251	20200908	1 day	10298	CFPAC-1	Brefeldin A	dose_3	10	10298_90755_90755_0	10298	11	16	20181	178	80.89888	100
20200908_AL	20200908_AL_02	2	L	16	L16	252	20200908	1 day	10298	CFPAC-1	Brefeldin A	dose_2	10	10298_90754_90754_0	10298	12	16	20181	2804	80.2068479999999	99.714691
20200908_AL	20200908_AL_02	2	M	16	M16	253	20200908	1 day	10298	CFPAC-1	Brefeldin A	dose_1	10	10298_90753_90753_0	10298	13	16	20181	3638	39.9670139999999	91.6437609999999
20200908_AL	20200908_AL_02	2	N	16	N16	254	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90752_90752_0	10298	14	16	20181	3745	44.3257679999999	94.0988009999999
20200908_AL	20200908_AL_02	2	O	16	O16	255	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	P	16	P16	256	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	A	17	A17	257	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	B	17	B17	258	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	C	17	C17	259	20200908	1 day	10298	CFPAC-1	Bafilomycin A1	dose_5	1	10298_90764_90764_0	10298	3	17	20181	2737	63.6463279999999	79.02813
20200908_AL	20200908_AL_02	2	D	17	D17	260	20200908	1 day	10298	CFPAC-1	Bafilomycin A1	dose_4	1	10298_90765_90765_0	10298	4	17	20181	2783	52.066116	67.9482569999999
20200908_AL	20200908_AL_02	2	E	17	E17	261	20200908	1 day	10298	CFPAC-1	Bafilomycin A1	dose_3	1	10298_90766_90766_0	10298	5	17	20181	3178	6.482064	100
20200908_AL	20200908_AL_02	2	F	17	F17	262	20200908	1 day	10298	CFPAC-1	Bafilomycin A1	dose_2	1	10298_90767_90767_0	10298	6	17	20181	3176	75.2204059999999	83.658691
20200908_AL	20200908_AL_02	2	G	17	G17	263	20200908	1 day	10298	CFPAC-1	Bafilomycin A1	dose_1	1	10298_90768_90768_0	10298	7	17	20181	4037	52.935349	89.373299
20200908_AL	20200908_AL_02	2	H	17	H17	264	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90769_90769_0	10298	8	17	20181	3441	43.998837	93.693695
20200908_AL	20200908_AL_02	2	I	17	I17	265	20200908	1 day	10298	CFPAC-1	Pyridostatin	dose_5	10	10298_90770_90770_0	10298	9	17	20181	1786	92.217247	99.0481489999999
20200908_AL	20200908_AL_02	2	J	17	J17	266	20200908	1 day	10298	CFPAC-1	Pyridostatin	dose_4	10	10298_90771_90771_0	10298	10	17	20181	3676	52.04026	90.614799
20200908_AL	20200908_AL_02	2	K	17	K17	267	20200908	1 day	10298	CFPAC-1	Pyridostatin	dose_3	10	10298_90772_90772_0	10298	11	17	20181	3742	50.8818819999999	96.525925
20200908_AL	20200908_AL_02	2	L	17	L17	268	20200908	1 day	10298	CFPAC-1	Pyridostatin	dose_2	10	10298_90773_90773_0	10298	12	17	20181	3868	47.7766299999999	95.630814
20200908_AL	20200908_AL_02	2	M	17	M17	269	20200908	1 day	10298	CFPAC-1	Pyridostatin	dose_1	10	10298_90774_90774_0	10298	13	17	20181	4144	55.30888	96.042473
20200908_AL	20200908_AL_02	2	N	17	N17	270	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90775_90775_0	10298	14	17	20181	3798	54.660347	94.9973679999999
20200908_AL	20200908_AL_02	2	O	17	O17	271	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	P	17	P17	272	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	A	18	A18	273	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	B	18	B18	274	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	C	18	C18	275	20200908	1 day	10298	CFPAC-1	Bafilomycin A1	dose_5	1	10298_90787_90787_0	10298	3	18	20181	2972	70.659485	83.2436069999999
20200908_AL	20200908_AL_02	2	D	18	D18	276	20200908	1 day	10298	CFPAC-1	Bafilomycin A1	dose_4	1	10298_90786_90786_0	10298	4	18	20181	2998	53.869247	68.378922
20200908_AL	20200908_AL_02	2	E	18	E18	277	20200908	1 day	10298	CFPAC-1	Bafilomycin A1	dose_3	1	10298_90785_90785_0	10298	5	18	20181	3009	5.915586	100
20200908_AL	20200908_AL_02	2	F	18	F18	278	20200908	1 day	10298	CFPAC-1	Bafilomycin A1	dose_2	1	10298_90784_90784_0	10298	6	18	20181	3260	65.1840519999999	82.8834379999999
20200908_AL	20200908_AL_02	2	G	18	G18	279	20200908	1 day	10298	CFPAC-1	Bafilomycin A1	dose_1	1	10298_90783_90783_0	10298	7	18	20181	3919	47.1038509999999	90.7884669999999
20200908_AL	20200908_AL_02	2	H	18	H18	280	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90782_90782_0	10298	8	18	20181	3872	47.081612	93.827477
20200908_AL	20200908_AL_02	2	I	18	I18	281	20200908	1 day	10298	CFPAC-1	Pyridostatin	dose_5	10	10298_90781_90781_0	10298	9	18	20181	2008	92.0816729999999	98.6553799999999
20200908_AL	20200908_AL_02	2	J	18	J18	282	20200908	1 day	10298	CFPAC-1	Pyridostatin	dose_4	10	10298_90780_90780_0	10298	10	18	20181	3627	46.6776959999999	88.888885
20200908_AL	20200908_AL_02	2	K	18	K18	283	20200908	1 day	10298	CFPAC-1	Pyridostatin	dose_3	10	10298_90779_90779_0	10298	11	18	20181	3860	53.4196889999999	97.9792709999999
20200908_AL	20200908_AL_02	2	L	18	L18	284	20200908	1 day	10298	CFPAC-1	Pyridostatin	dose_2	10	10298_90778_90778_0	10298	12	18	20181	3863	47.6572609999999	95.676933
20200908_AL	20200908_AL_02	2	M	18	M18	285	20200908	1 day	10298	CFPAC-1	Pyridostatin	dose_1	10	10298_90777_90777_0	10298	13	18	20181	3465	44.011543	92.842712
20200908_AL	20200908_AL_02	2	N	18	N18	286	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90776_90776_0	10298	14	18	20181	3210	41.6510889999999	90.249222
20200908_AL	20200908_AL_02	2	O	18	O18	287	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	P	18	P18	288	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	A	19	A19	289	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	B	19	B19	290	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	C	19	C19	291	20200908	1 day	10298	CFPAC-1	Thapsigargin	dose_5	10	10298_90788_90788_0	10298	3	19	20181	1559	44.836433	99.550995
20200908_AL	20200908_AL_02	2	D	19	D19	292	20200908	1 day	10298	CFPAC-1	Thapsigargin	dose_4	10	10298_90789_90789_0	10298	4	19	20181	1549	46.675274	99.548096
20200908_AL	20200908_AL_02	2	E	19	E19	293	20200908	1 day	10298	CFPAC-1	Thapsigargin	dose_3	10	10298_90790_90790_0	10298	5	19	20181	1660	36.1445769999999	99.6987919999999
20200908_AL	20200908_AL_02	2	F	19	F19	294	20200908	1 day	10298	CFPAC-1	Thapsigargin	dose_2	10	10298_90791_90791_0	10298	6	19	20181	2202	30.199818	96.63942
20200908_AL	20200908_AL_02	2	G	19	G19	295	20200908	1 day	10298	CFPAC-1	Thapsigargin	dose_1	10	10298_90792_90792_0	10298	7	19	20181	3310	30.120846	88.519638
20200908_AL	20200908_AL_02	2	H	19	H19	296	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90793_90793_0	10298	8	19	20181	3708	41.936356	90.830635
20200908_AL	20200908_AL_02	2	I	19	I19	297	20200908	1 day	10298	CFPAC-1	Mafosfamide	dose_5	20	10298_90794_90794_0	10298	9	19	20181	2734	51.4264829999999	91.404533
20200908_AL	20200908_AL_02	2	J	19	J19	298	20200908	1 day	10298	CFPAC-1	Mafosfamide	dose_4	20	10298_90795_90795_0	10298	10	19	20181	3641	50.233452	92.282341
20200908_AL	20200908_AL_02	2	K	19	K19	299	20200908	1 day	10298	CFPAC-1	Mafosfamide	dose_3	20	10298_90796_90796_0	10298	11	19	20181	3658	45.2159649999999	94.805908
20200908_AL	20200908_AL_02	2	L	19	L19	300	20200908	1 day	10298	CFPAC-1	Mafosfamide	dose_2	20	10298_90797_90797_0	10298	12	19	20181	3836	45.620438	93.508865
20200908_AL	20200908_AL_02	2	M	19	M19	301	20200908	1 day	10298	CFPAC-1	Mafosfamide	dose_1	20	10298_90798_90798_0	10298	13	19	20181	3700	41.270271	89.24324
20200908_AL	20200908_AL_02	2	N	19	N19	302	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90799_90799_0	10298	14	19	20181	3722	47.071468	92.907036
20200908_AL	20200908_AL_02	2	O	19	O19	303	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	P	19	P19	304	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	A	20	A20	305	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	B	20	B20	306	20200908	1 day	10298	CFPAC-1	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA
20200908_AL	20200908_AL_02	2	C	20	C20	307	20200908	1 day	10298	CFPAC-1	Thapsigargin	dose_5	10	10298_90811_90811_0	10298	3	20	20181	1626	57.6260759999999	99.9384989999999
20200908_AL	20200908_AL_02	2	D	20	D20	308	20200908	1 day	10298	CFPAC-1	Thapsigargin	dose_4	10	10298_90810_90810_0	10298	4	20	20181	1587	39.949589	99.4328919999999
20200908_AL	20200908_AL_02	2	E	20	E20	309	20200908	1 day	10298	CFPAC-1	Thapsigargin	dose_3	10	10298_90809_90809_0	10298	5	20	20181	1744	35.493118	99.082565
20200908_AL	20200908_AL_02	2	F	20	F20	310	20200908	1 day	10298	CFPAC-1	Thapsigargin	dose_2	10	10298_90808_90808_0	10298	6	20	20181	2260	27.9646019999999	94.336281
20200908_AL	20200908_AL_02	2	G	20	G20	311	20200908	1 day	10298	CFPAC-1	Thapsigargin	dose_1	10	10298_90807_90807_0	10298	7	20	20181	3463	30.031765	85.7637859999999
20200908_AL	20200908_AL_02	2	H	20	H20	312	20200908	1 day	10298	CFPAC-1	DMSO	ctrl	0	10298_90806_90806_0	10298	8	20	20181	4063	45.557468	94.831406
20200908_AL	20200908_AL_02	2	I	20	I20	313	20200908	1 day	10298	CFPAC-1	Mafosfamide	dose_5	20	10298_90805_90805_0	10298	9	20	20181	2960	73.141891	96.283783
20200908_AL	20200908_AL_02	2	J	20	J20	314	20200908	1 day	10298	CFPAC-1	Mafosfamide	dose_4	20	10298_90804_90804_0	10298	10	20	20181	3419	53.4366759999999	92.307693
20200908_AL	20200908_AL_02	2	K	20	K20	315	20200908	1 day	10298	CFPAC-1	Mafosfamide	dose_3	20	10298_90803_90803_0	10298	11	20	20181	3825	54.588234	97.620918
20200908_AL	20200908_AL_02	2	L	20	L20	316	20200908	1 day	10298	CFPAC-1	Mafosfamide	dose_2	20	10298_90802_90802_0	10298	12	20	20181	3568	42.544842	89.0975339999999
20200908_AL	20200908_AL_02	2	M	20	M20	317	20200908	1 day	10298	CFPAC-1	Mafosfamide	dose_1	20	10298_90801_90801_0	10298	13	20	20181	3906	44.623657	91.3466489999999
